TRANSMITTER,DETECTEDID,DATETIME,X,Y,D,LAT,LON,n,HPE,HPEm,TEMP,DEPTH,ACCEL,DRX,URX,geometry,TIMEDELTA,speed,prev_pt,direction,turning_angle,state
2020-20,A69-9006-7853,5/21/2020 16:33,4231.34,6249.05,-0.303,34.410349,-119.557569,2,4.9,,,-0.3033,,In_B In_C Off_B Off_C,In_B In_C Off_B Off_C,POINT (-119.557569 34.410349),0 days 00:00:00,0.9232004762683794,,260.914743960899,0.0,6
2020-20,A69-9006-7853,5/21/2020 16:35,4121.9,6231.74,3.335,34.410192,-119.558759,10,2.7,,,3.3351,,In_A In_B In_C Off_B Off_C OS1,In_A In_B In_C Off_B Off_C OS1,POINT (-119.558759 34.410192),0 days 00:02:00,0.9232004762683794,POINT (-119.557569 34.410349),260.914743960899,54.455451155596336,5
2020-20,A69-9006-7853,5/21/2020 16:37,4058.05,6296.02,3.942,34.410772,-119.559453,3,3.2,,,3.9415,,In_B Off_A Off_B OS1,In_B Off_A Off_B OS1,POINT (-119.559453 34.410772),0 days 00:02:00,0.7551040602836198,POINT (-119.558759 34.410192),315.3701951164953,26.507872906746627,5
2020-20,A69-9006-7853,5/21/2020 16:38,4044.86,6336.29,1.971,34.411135,-119.559597,6,3.1,,,1.9707,,In_A In_B Off_A Off_B OS1,In_A In_B Off_A Off_B OS1,POINT (-119.559597 34.411135),0 days 00:01:00,0.7064671592834374,POINT (-119.559453 34.410772),341.87806802324195,-21.375286632583766,2
2020-20,A69-9006-7853,5/21/2020 16:42,3941.59,6461.04,0.0,34.412259,-119.56072,1,8.2,,,-0.0001,,In_A Off_A Off_B OS1,In_A Off_A Off_B,POINT (-119.56072 34.412259),0 days 00:04:00,0.6745098449283025,POINT (-119.559597 34.411135),320.5027813906582,-41.76345537460725,2
2020-20,A69-9006-7853,5/21/2020 16:43,3897.41,6467.81,0.0,34.41232,-119.561201,1,7.4,,,-0.0001,,In_A Off_A Off_B OS1,In_A Off_A Off_B,POINT (-119.561201 34.41232),0 days 00:01:00,0.7455994961250274,POINT (-119.56072 34.412259),278.73932601605094,12.355768143423745,5
2020-20,A69-9006-7853,5/21/2020 16:48,3700.41,6543.45,-0.455,34.413002,-119.563344,1,4.3,,,-0.4549,,In_A Off_A OS1,In_A Off_A OS1,POINT (-119.563344 34.413002),0 days 00:05:00,0.7034809184142716,POINT (-119.561201 34.41232),291.0950941594747,-11.270843887318733,5
2020-20,A69-9006-7853,5/21/2020 16:49,3654.05,6551.46,-0.303,34.413074,-119.563848,4,3.7,,,-0.3033,,In_A Off_A Off_B OS1,In_A Off_A Off_B OS1,POINT (-119.563848 34.413074),0 days 00:01:00,0.783644810042416,POINT (-119.563344 34.413002),279.82425027215595,-11.032686648125889,5
2020-20,A69-9006-7853,5/21/2020 16:50,3595.94,6550.29,-0.303,34.413063,-119.56448,4,3.5,,,-0.3033,,In_A Off_A Off_B OS1,In_A Off_A Off_B OS1,POINT (-119.56448 34.413063),0 days 00:01:00,0.9685977096628959,POINT (-119.563848 34.413074),268.79156362403006,15.263664351415173,5
2020-20,A69-9006-7853,5/21/2020 16:57,3398.76,6599.37,-0.303,34.413506,-119.566625,3,13.7,,,-0.3033,,In_A Off_A Off_B OS1,In_A Off_A Off_B OS1,POINT (-119.566625 34.413506),0 days 00:07:00,0.48388410863275044,POINT (-119.56448 34.413063),284.05522797544523,-73.00600118457743,2
2020-20,A69-9006-7853,5/21/2020 17:16,3257.27,6365.46,-0.455,34.411397,-119.568164,1,8.8,,,-0.4549,,In_A Off_A OS1,In_A Off_A OS1,POINT (-119.568164 34.411397),0 days 00:19:00,0.23983221589640036,POINT (-119.566625 34.413506),211.0492267908678,-115.64801892331172,1
2020-20,A69-9006-7853,5/21/2020 17:18,3355.04,6356.31,-0.455,34.411314,-119.5671,3,5.0,,,-0.4549,,In_A Off_A Off_B OS1,In_A Off_A Off_B OS1,POINT (-119.5671 34.411314),0 days 00:02:00,0.8187783428334475,POINT (-119.568164 34.411397),95.40120786755608,-40.21830296397741,6
2020-20,A69-9006-7853,5/21/2020 17:21,3428.63,6407.11,2.122,34.411773,-119.5663,1,4.1,,,2.1223,,In_A Off_A OS1,In_A Off_A OS1,POINT (-119.5663 34.411773),0 days 00:03:00,0.4969676339274305,POINT (-119.5671 34.411314),55.182904903578674,3.285940642892456,5
2020-20,A69-9006-7853,5/21/2020 17:22,3473.32,6434.47,0.0,34.412019,-119.565814,4,3.3,,,-0.0001,,In_A Off_A Off_B OS1,In_A Off_A Off_B OS1,POINT (-119.565814 34.412019),0 days 00:01:00,0.8725886166528726,POINT (-119.5663 34.411773),58.46884554647113,10.307248304533971,5
2020-20,A69-9006-7853,5/21/2020 17:23,3511.15,6449.14,-0.152,34.412151,-119.565402,4,3.1,,,-0.1517,,In_A Off_A Off_B OS1,In_A Off_A Off_B OS1,POINT (-119.565402 34.412151),0 days 00:01:00,0.6768254516875658,POINT (-119.565814 34.412019),68.7760938510051,0.28702168964844077,5
2020-20,A69-9006-7853,5/21/2020 17:27,3667.06,6508.37,0.303,34.412686,-119.563707,3,3.5,,,0.3031,,In_A Off_A Off_B OS1,In_A Off_A Off_B OS1,POINT (-119.563707 34.412686),0 days 00:04:00,0.6947914119451611,POINT (-119.565402 34.412151),69.06311554065354,5.718189633938039,5
2020-20,A69-9006-7853,5/21/2020 17:28,3699.38,6517.22,0.152,34.412765,-119.563355,2,3.4,,,0.1515,,In_A In_B Off_A OS1,In_A In_B Off_A OS1,POINT (-119.563355 34.412765),0 days 00:01:00,0.5587818033150309,POINT (-119.563707 34.412686),74.78130517459158,38.34446205258104,5
2020-20,A69-9006-7853,5/21/2020 17:34,3933.13,6417.74,-0.455,34.411869,-119.560812,1,5.8,,,-0.4549,,In_B Off_B OS1,In_B Off_B OS1,POINT (-119.560812 34.411869),0 days 00:06:00,0.7056775709739582,POINT (-119.563355 34.412765),113.12576722717262,-32.26223312245514,2
2020-20,A69-9006-7853,5/21/2020 17:36,4007.98,6429.72,0.152,34.411977,-119.559998,1,5.8,,,0.1515,,In_B Off_B OS1,In_B Off_B OS1,POINT (-119.559998 34.411977),0 days 00:02:00,0.6315764658527401,POINT (-119.560812 34.411869),80.86353410471747,22.28004259064255,5
2020-20,A69-9006-7853,5/21/2020 17:38,4070.48,6415.18,0.0,34.411846,-119.559318,2,4.7,,,-0.0001,,In_B In_C Off_B OS1,In_B In_C Off_B OS1,POINT (-119.559318 34.411846),0 days 00:02:00,0.5348626511101432,POINT (-119.559998 34.411977),103.14357669536003,16.386486803843127,5
2020-20,A69-9006-7853,5/21/2020 17:42,4242.26,6318.3,-0.455,34.410973,-119.55745,1,5.4,,,-0.4549,,In_B In_C Off_B OS1,In_C Off_B OS1,POINT (-119.55745 34.410973),0 days 00:04:00,0.8215034058814032,POINT (-119.559318 34.411846),119.53006349920315,-10.312733847008133,2
2020-20,A69-9006-7853,5/21/2020 17:45,4326.67,6289.08,-0.303,34.410709,-119.556532,1,12.4,,,-0.3033,,In_B In_C Off_A OS1,In_C Off_A OS1,POINT (-119.556532 34.410709),0 days 00:03:00,0.49630701941217464,POINT (-119.55745 34.410973),109.21732965219502,158.9992067997553,1
2020-20,A69-9006-7853,5/21/2020 17:49,4194.21,6284.9,0.0,34.410672,-119.557972,2,12.5,,,-0.0001,,In_B Off_A Off_B OS1,In_B Off_A Off_B OS1,POINT (-119.557972 34.410672),0 days 00:04:00,0.5518918860666003,POINT (-119.556532 34.410709),268.21653645195033,52.35167708906795,0
2020-20,A69-9006-7853,5/21/2020 17:51,4137.49,6353.73,0.0,34.411292,-119.55859,1,5.2,,,-0.0001,,In_B Off_B OS1,In_B Off_B OS1,POINT (-119.55859 34.411292),0 days 00:02:00,0.7434164611048232,POINT (-119.557972 34.410672),320.5682135410183,-26.092197522886636,2
2020-20,A69-9006-7853,5/21/2020 17:52,4096.08,6372.5,-0.303,34.411461,-119.55904,1,4.9,,,-0.3033,,In_B Off_B OS1,In_B Off_B OS1,POINT (-119.55904 34.411461),0 days 00:01:00,0.7570173486848516,POINT (-119.55859 34.411292),294.47601601813165,-0.5359081038965314,5
2020-20,A69-9006-7853,5/21/2020 17:53,4064.46,6386.43,-0.303,34.411587,-119.559384,1,4.8,,,-0.3033,,In_B Off_B OS1,In_B Off_B OS1,POINT (-119.559384 34.411587),0 days 00:01:00,0.5762868169922488,POINT (-119.55904 34.411461),293.9401079142351,28.7493961911249,5
2020-20,A69-9006-7853,5/21/2020 17:54,4025.49,6437.39,0.0,34.412046,-119.559808,5,3.8,,,-0.0001,,In_A In_B Off_A Off_B OS1,In_A In_B Off_A Off_B OS1,POINT (-119.559808 34.412046),0 days 00:01:00,1.0687541151678468,POINT (-119.559384 34.411587),322.68950410536,-52.439150706604096,2
2020-20,A69-9006-7853,5/21/2020 17:56,3948.93,6437.68,-0.455,34.412049,-119.560641,2,5.3,,,-0.4549,,In_B Off_A Off_B OS1,In_B Off_A Off_B OS1,POINT (-119.560641 34.412049),0 days 00:02:00,0.6381973433495688,POINT (-119.559808 34.412046),270.2503533987559,10.122115685541985,5
2020-20,A69-9006-7853,5/21/2020 17:59,3824.73,6460.35,-0.455,34.412253,-119.561992,1,4.9,,,-0.4549,,In_A Off_A OS1,In_A Off_A OS1,POINT (-119.561992 34.412253),0 days 00:03:00,0.7013916691996049,POINT (-119.560641 34.412049),280.3724690842979,50.61715836608022,5
2020-20,A69-9006-7853,5/21/2020 18:00,3806.05,6493.85,0.0,34.412555,-119.562195,1,4.9,,,-0.0001,,In_A Off_A OS1,In_A Off_A OS1,POINT (-119.562195 34.412555),0 days 00:01:00,0.6391426749676341,POINT (-119.561992 34.412253),330.9896274503781,0.19999236376361296,5
2020-20,A69-9006-7853,5/21/2020 18:01,3785.64,6530.82,0.0,34.412888,-119.562417,1,5.1,,,-0.0001,,In_A Off_A OS1,In_A Off_A OS1,POINT (-119.562417 34.412888),0 days 00:01:00,0.703383327909226,POINT (-119.562195 34.412555),331.18961981414174,-24.419032786943262,2
2020-20,A69-9006-7853,5/21/2020 18:03,3747.77,6558.97,0.0,34.413142,-119.562829,1,5.0,,,-0.0001,,In_A Off_A OS1,In_A Off_A OS1,POINT (-119.562829 34.413142),0 days 00:02:00,0.3933994974095219,POINT (-119.562417 34.412888),306.7705870271985,19.179298200971687,5
2020-20,A69-9006-7853,5/21/2020 18:04,3726.51,6590.26,0.303,34.413424,-119.56306,1,5.4,,,0.3031,,In_A Off_A OS1,In_A Off_A OS1,POINT (-119.56306 34.413424),0 days 00:01:00,0.6301646185251945,POINT (-119.562829 34.413142),325.94988522817016,-67.7851560701663,2
2020-20,A69-9006-7853,5/21/2020 18:07,3598.35,6563.6,0.0,34.413183,-119.564454,4,3.7,,,-0.0001,,In_A Off_A Off_B OS1,In_A Off_A Off_B OS1,POINT (-119.564454 34.413183),0 days 00:03:00,0.7273113607393359,POINT (-119.56306 34.413424),258.16472915800387,-1.1059736169595453,5
2020-20,A69-9006-7853,5/21/2020 18:08,3559.52,6554.7,0.0,34.413103,-119.564876,4,3.5,,,-0.0001,,In_A Off_A Off_B OS1,In_A Off_A Off_B OS1,POINT (-119.564876 34.413103),0 days 00:01:00,0.6633108765889741,POINT (-119.564454 34.413183),257.0587555410443,6.092845048083404,5
2020-20,A69-9006-7853,5/21/2020 18:09,3509.46,6548.73,-0.455,34.413049,-119.565421,4,3.4,,,-0.4549,,In_A Off_A Off_B OS1,In_A Off_A Off_B OS1,POINT (-119.565421 34.413049),0 days 00:01:00,0.8410248297755136,POINT (-119.564876 34.413103),263.1516005891277,17.604622421090255,5
2020-20,A69-9006-7853,5/21/2020 18:18,3410.93,6567.31,0.0,34.413217,-119.566493,4,6.1,,,-0.0001,,In_A Off_A Off_B OS1,In_A Off_A Off_B OS1,POINT (-119.566493 34.413217),0 days 00:09:00,0.1857426006581931,POINT (-119.565421 34.413049),280.756223010218,-47.06366559908142,2
2020-20,A69-9006-7853,5/21/2020 18:23,3259.41,6456.54,-0.303,34.412218,-119.568141,1,9.6,,,-0.3033,,In_A Off_A OS1,In_A Off_A OS1,POINT (-119.568141 34.412218),0 days 00:05:00,0.6257091246317116,POINT (-119.566493 34.413217),233.69255741113656,-108.38609242714415,1
2020-20,A69-9006-7853,5/21/2020 18:40,3381.02,6370.79,-0.152,34.411445,-119.566818,1,7.2,,,-0.1517,,In_A Off_A Off_B,In_A Off_A Off_B,POINT (-119.566818 34.411445),0 days 00:17:00,0.1459013670831873,POINT (-119.568141 34.412218),125.30646498399238,-39.313145558778956,6
2020-20,A69-9006-7853,5/21/2020 18:42,3479.6,6377.67,4.093,34.411507,-119.565745,1,3.5,,,4.0931,,In_A Off_A OS1,In_A Off_A OS1,POINT (-119.565745 34.411507),0 days 00:02:00,0.8240650604005919,POINT (-119.566818 34.411445),85.99331942521343,-6.2583841903680195,5
2020-20,A69-9006-7853,5/21/2020 18:43,3533.83,6387.4,4.396,34.411595,-119.565156,6,2.9,,,4.3963,,In_A Off_A Off_B Off_C OS1,In_A Off_A Off_B Off_C OS1,POINT (-119.565156 34.411595),0 days 00:01:00,0.9170611289361851,POINT (-119.565745 34.411507),79.73493523484541,-52.06973726958245,2
2020-20,A69-9006-7853,5/21/2020 18:45,3556.91,6431.18,4.7,34.41199,-119.564905,4,2.9,,,4.6995,,In_A Off_A Off_B OS1,In_A Off_A Off_B OS1,POINT (-119.564905 34.41199),0 days 00:02:00,0.41268603806529197,POINT (-119.565156 34.411595),27.665197965262962,23.97073188086381,5
2020-20,A69-9006-7853,5/21/2020 18:47,3626.54,6486.17,3.184,34.412485,-119.564147,4,3.1,,,3.1835,,In_A Off_A Off_B OS1,In_A Off_A Off_B OS1,POINT (-119.564147 34.412485),0 days 00:02:00,0.739345472047655,POINT (-119.564905 34.41199),51.63592984612677,-12.341971477117283,5
2020-20,A69-9006-7853,5/21/2020 18:48,3660.37,6527.32,0.606,34.412856,-119.563779,1,3.8,,,0.6063,,In_A Off_A OS1,In_A Off_A OS1,POINT (-119.563779 34.412856),0 days 00:01:00,0.8879373582730133,POINT (-119.564147 34.412485),39.29395836900949,-2.813588204187454,2
2020-20,A69-9006-7853,5/21/2020 18:49,3671.54,6542.29,0.0,34.412991,-119.563658,3,3.8,,,-0.0001,,In_A Off_A Off_B OS1,In_A Off_A Off_B OS1,POINT (-119.563658 34.412991),0 days 00:01:00,0.3109188538331217,POINT (-119.563779 34.412856),36.480370164822034,71.43505727090337,0
2020-20,A69-9006-7853,5/21/2020 18:52,3798.07,6501.49,-0.152,34.412624,-119.562282,2,4.4,,,-0.1517,,In_A Off_A Off_B OS1,In_A Off_A Off_B OS1,POINT (-119.562282 34.412624),0 days 00:03:00,0.7382929075972237,POINT (-119.563658 34.412991),107.9154274357254,16.099929971149436,5
2020-20,A69-9006-7853,5/21/2020 18:53,3831.25,6479.17,-0.152,34.412423,-119.561921,2,4.7,,,-0.1517,,In_A Off_A Off_B OS1,In_A Off_A Off_B OS1,POINT (-119.561921 34.412423),0 days 00:01:00,0.6663853431081964,POINT (-119.562282 34.412624),124.01535740687484,0.06441305597621749,5
2020-20,A69-9006-7853,5/21/2020 18:54,3870.77,6452.6,0.0,34.412183,-119.561491,1,6.9,,,-0.0001,,In_B Off_A Off_B OS1,In_B Off_A Off_B,POINT (-119.561491 34.412183),0 days 00:01:00,0.7943570811541085,POINT (-119.561921 34.412423),124.07977046285106,0.18666041651027854,5
2020-20,A69-9006-7853,5/21/2020 18:57,3964.83,6388.82,-0.152,34.411608,-119.560468,2,4.1,,,-0.1517,,In_B Off_A Off_B OS1,In_B Off_A Off_B OS1,POINT (-119.560468 34.411608),0 days 00:03:00,0.6313340611361843,POINT (-119.561491 34.412183),124.26643087936134,-49.279034311383896,2
2020-20,A69-9006-7853,5/21/2020 19:00,4059.15,6413.95,-0.455,34.411835,-119.559442,2,4.6,,,-0.4549,,In_B In_C Off_B OS1,In_B In_C Off_B OS1,POINT (-119.559442 34.411835),0 days 00:03:00,0.5423905703239589,POINT (-119.560468 34.411608),74.98739656797744,50.663011958715344,0
2020-20,A69-9006-7853,5/21/2020 19:05,4241.98,6283.36,-0.607,34.410658,-119.557453,1,7.5,,,-0.6065,,In_B In_C Off_C,In_B In_C Off_C,POINT (-119.557453 34.410658),0 days 00:05:00,0.748969495010228,POINT (-119.559442 34.411835),125.65040852669279,1.5396580866088243,2
2020-20,A69-9006-7853,5/21/2020 19:10,4322.56,6222.52,-0.607,34.410109,-119.556576,6,3.6,,,-0.6065,,In_B In_C Off_B Off_C OS1,In_B In_C Off_B Off_C OS1,POINT (-119.556576 34.410109),0 days 00:05:00,0.3368155526164794,POINT (-119.557453 34.410658),127.19006661330161,-167.53046844752663,1
2020-20,A69-9006-7853,5/21/2020 19:11,4293.61,6256.44,-0.455,34.410415,-119.556891,2,7.3,,,-0.4549,,In_B Off_B Off_C OS1,In_B Off_B Off_C OS1,POINT (-119.556891 34.410415),0 days 00:01:00,0.7436667078583576,POINT (-119.556576 34.410109),319.659598165775,-18.130103197989456,6
2020-20,A69-9006-7853,5/21/2020 19:14,4211.33,6306.68,-0.607,34.410868,-119.557786,4,4.1,,,-0.6065,,In_B In_C Off_B Off_C OS1,In_C Off_B Off_C OS1,POINT (-119.557786 34.410868),0 days 00:03:00,0.5356403957398534,POINT (-119.556891 34.410415),301.5294949677855,-7.856104270698609,2
2020-20,A69-9006-7853,5/21/2020 19:26,3950.78,6420.37,-0.455,34.411893,-119.56062,1,5.6,,,-0.4549,,In_B Off_B OS1,In_B Off_B OS1,POINT (-119.56062 34.411893),0 days 00:12:00,0.3948318014312572,POINT (-119.557786 34.410868),293.6733906970869,-52.58193033694505,2
2020-20,A69-9006-7853,5/21/2020 19:32,3886.61,6385.11,-0.607,34.411575,-119.561318,4,3.2,,,-0.6065,,In_A In_B Off_A Off_B OS1,In_A In_B Off_A Off_B,POINT (-119.561318 34.411575),0 days 00:06:00,0.2034121254538861,POINT (-119.56062 34.411893),241.09146036014187,74.43935336087304,4
2020-20,A69-9006-7853,5/21/2020 19:33,3860.73,6411.42,-0.607,34.411812,-119.5616,1,4.0,,,-0.6065,,In_A In_B Off_A OS1,In_A In_B Off_A,POINT (-119.5616 34.411812),0 days 00:01:00,0.615392626558924,POINT (-119.561318 34.411575),315.5308137210149,148.91186935543146,4
2020-20,A69-9006-7853,5/21/2020 19:38,4058.05,6360.87,-0.607,34.411356,-119.559454,1,4.2,,,-0.6065,,In_B Off_B OS1,In_B Off_B OS1,POINT (-119.559454 34.411356),0 days 00:05:00,0.6789258443987407,POINT (-119.5616 34.411812),104.44268307644637,0.7880245994011261,9
2020-20,A69-9006-7853,5/21/2020 19:39,4113.25,6345.86,-0.607,34.411221,-119.558853,1,4.5,,,-0.6065,,In_B Off_B OS1,In_B Off_B OS1,POINT (-119.558853 34.411221),0 days 00:01:00,0.9541279280414733,POINT (-119.559454 34.411356),105.2307076758475,-140.0228940106104,4
2020-20,A69-9006-7853,5/21/2020 19:45,4002.82,6504.0,-0.607,34.412647,-119.560054,2,7.6,,,-0.6065,,In_B In_C Off_B OS1,In_B In_C Off_B OS1,POINT (-119.560054 34.412647),0 days 00:06:00,0.5358622068072383,POINT (-119.558853 34.411221),325.2078136652371,-166.5504471687379,4
